StockCode,AssessmentYear,AdviceDOI,AdviceViewlink,AdviceStatus,AdviceReleasedDate,AdviceApplicableFrom,AdviceApplicableUntil,AdviceValue,AdviceValueUpperRange,AdviceValueLowerRange,WantedCatch,WantedCatchUpperRange,WantedCatchLowerRange,AdviceValueUnit,AdviceSentence,AdviceBasis,AdviceType,AdviceRequester,StockCategory,TAFlink,SIDlink,ManagementPlanlink,ManagementPlanOwnership,MPevaluationLink,AdviceKey,AssessmentKey
nep.fu.2324,2019,https://doi.org/10.17895/ices.advice.4767,https://asd.ices.dk/viewAdvice/2628,Advice,31/10/2019,01/01/2020,31/12/2020,6573,,,3886,,,t,ICES advises that when the MSY approach is applied; catches in 2020 should be no more than 6573 tonnes.,MSY,Catches,EC,1,,,,,,2628,13194
nep.fu.25,2019,https://doi.org/10.17895/ices.advice.4768,https://asd.ices.dk/viewAdvice/2629,Advice,28/06/2019,01/01/2020,31/12/2022,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2020; 2021; and 2022.  To ensure that the stock in Functional Unit 25 is managed sustainably; ICES advises that management should be implemented at the functional unit level.,PA,Catches,EC,3.14,,,,,,2629,12992
nep.fu.2627,2019,https://doi.org/10.17895/ices.advice.4769,https://asd.ices.dk/viewAdvice/2630,Advice,28/06/2019,01/01/2020,31/12/2022,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2020; 2021; and 2022.  To ensure that the stocks in functional units 26–27 are exploited sustainably; management should be implemented at the functional unit level.,PA,Catches,EC,3.14,,,https://eur-lex.europa.eu/eli/reg/2019/472/oj,EU,,2630,12727
nep.fu.30,2019,https://doi.org/10.17895/ices.advice.4771,https://asd.ices.dk/viewAdvice/2631,Advice,31/10/2019,01/01/2020,31/12/2020,77,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2020 should be no more than 77 tonnes.  To ensure that the stock in Functional Unit (FU) 30 is exploited sustainably; management should be implemented at the functional unit level.,PA,Catches,,3.2,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2005:345:0005:0010:EN:PDF,EU,-,2631,13222
nep.fu.31,2019,https://doi.org/10.17895/ices.advice.4772,https://asd.ices.dk/viewAdvice/2632,Advice,28/06/2019,01/01/2020,31/12/2022,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2020; 2021; and 2022.  To ensure that the stock in Functional Unit 31 is exploited sustainably; management should be implemented at the functional unit level.,PA,Catches,EC,3.14,,,,,,2632,12923
pil.27.7,2019,https://doi.org/10.17895/ices.advice.4854,https://asd.ices.dk/viewAdvice/2633,Advice,13/12/2019,01/01/2020,31/12/2021,NA,,,,,,t,ICES cannot provide advice on fishing opportunities for 2020 and 2021 for this stock; because of lack of reliable catch data.,NoAdv,NoAd,,5,,,,,,2633,13283
ple.27.89a,2019,https://doi.org/10.17895/ices.advice.4773,https://asd.ices.dk/viewAdvice/2636,Advice,28/06/2019,01/01/2020,13/12/2021,155,,,,,,t,ICES advises that when the precautionary approach is applied; wanted catches in each of the years 2020 and 2021 should be no more than 155 tonnes. ICES cannot quantify the corresponding total catches.,PA,Catches,,5.2,,,https://eur-lex.europa.eu/eli/reg/2019/472/oj,,,2636,12641
pol.27.89a,2019,https://doi.org/10.17895/ices.advice.4774,https://asd.ices.dk/viewAdvice/2637,Advice,28/06/2019,01/01/2020,31/12/2021,1131,,,,,,t,ICES advises that when the precautionary approach is applied; commercial catches in each of the years 2020 and 2021 should be no more than 1131 tonnes. All commercial catches are assumed to be landed. ICES cannot quantify the corresponding total catches because the recreational catches cannot be quantified.,PA,Landings,,5.2,,,,,,2637,12993
sol.27.8ab,2019,https://doi.org/10.17895/ices.advice.4775,https://asd.ices.dk/viewAdvice/2638,Advice,28/06/2019,01/01/2020,31/12/2020,3768,5196,2209,3645,,,t,ICES advises that when the EU multiannual plan (MAP) for Western waters and adjacent waters is applied; catches in 2020 that correspond to the F ranges in the MAP are between 2209 tonnes and 5196 tonnes. According to the MAP; catches higher than those corresponding to FMSY (3768 tonnes) can only be taken under conditions specified in the MAP; whilst the entire range is considered precautionary when applying the ICES advice rule.,FMSYranges,Catches,EC,1,,,https://eur-lex.europa.eu/eli/reg/2019/472/oj,EU,https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/Special_Requests/EU_FMSY_ranges_for_selected_Western_Waters_Stocks.pdf,2638,12958
sol.27.8c9a,2019,https://doi.org/10.17895/ices.advice.4776,https://asd.ices.dk/viewAdvice/2639,Advice,28/06/2019,01/01/2020,31/12/2021,502,,,,,,t,ICES advises that when the precautionary approach is applied; catches in each of the years 2020 and 2021 should be no more than 502 tonnes.  Management of catches of all sole species under a combined TAC prevents effective control of each single-species exploitation rate and could potentially lead to overexploitation of all of the species.,PA,Catches,,5.9,,,https://eur-lex.europa.eu/eli/reg/2019/472/oj,,,2639,12880
whg.27.89a,2019,https://doi.org/10.17895/ices.advice.4777,https://asd.ices.dk/viewAdvice/2640,Advice,28/06/2019,01/01/2019,31/12/2021,2276,,,,,,t,Please note: The present advice replaces the advice given for 2019 (in June 2017) and also provides the advice for 2020 and 2021 .  ICES advises that when the precautionary approach is applied; catches in each of the years 2019; 2020; and 2021 should be no more than 2276 tonnes.,PA,Landings,,5.2,,,https://eur-lex.europa.eu/eli/reg/2019/472/oj,,,2640,12898
ank.27.8c9a,2018,https://doi.org/10.17895/ices.pub.4649,https://asd.ices.dk/viewAdvice/2641,Advice,07/12/2018,01/01/2019,31/12/2019,2212,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2019 should be no more than 2212* tonnes.  This advice for 2019 replaces the advice provided in June 2018.  Management of the two anglerfish species; Lophius budegassa and L. piscatorius; under a combined species TAC prevents effective control of the single-species exploitation rates and could lead to the overexploitation of either species.,PA,Catches,EC,3.2,,,,,,2641,10303
bss.27.8ab,2018,https://doi.org/10.17895/ices.pub.4591,https://asd.ices.dk/viewAdvice/2642,Advice,31/10/2018,01/01/2019,31/12/2019,2495,,,,,,t,ICES advises that when the MSY approach is applied; total catch (commercial and recreational removals) in 2019 should be no more than 2495 tonnes.,MSY,Catches,EC,3.2,,,,,,2642,10203
hke.27.3a46-8abd,2018,https://doi.org/10.17895/ices.pub.4463,https://asd.ices.dk/viewAdvice/2643,Advice,29/06/2018,01/01/2019,31/12/2019,142240,,,128236,,,t,"ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 142 240 tonnes. ",MSY,Catches,,1,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2004:150:0001:0011:EN:PDF,EU,-,2643,9763
hke.27.8c9a,2018,https://doi.org/10.17895/ices.pub.4464,https://asd.ices.dk/viewAdvice/2644,Advice,29/06/2018,01/01/2019,31/12/2019,8281,,,7220,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 8281 tonnes.,MSY,Catches,,1,,,Appendix 7.3.7http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2005:345:0005:0010:EN:PDF,EU,-,2644,9759
hom.27.9a,2018,https://doi.org/10.17895/ices.pub.4496,https://asd.ices.dk/viewAdvice/2645,Advice,13/06/2018,01/01/2019,31/12/2019,94017,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 94 017 tonnes.  Management of southern horse mackerel; blue jack mackerel and Mediterranean horse mackerel  under a combined TAC prevents effective control of the single-species exploitation rates and could lead to overexploitation of any of the species.,MSY,Catches,EC,1,,,http://www.ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2018/AD%20HOC/Ad_Hoc_Report_hom27_9a_2018.pdf,Pelagic Advisory Council (PELAC).,http://ices.dk/sites/pub/Publication%20Reports/Advice/2018/Special_requests/eu.2018.05.pdf,2645,10057
jaa.27.10a2,2018,https://doi.org/10.17895/ices.pub.4499,https://asd.ices.dk/viewAdvice/2646,Advice,13/07/2018,01/01/2019,31/12/2020,878,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 878 tonnes in each of the years 2019 and 2020.,PA,Catches,,5,,,,,,2646,10069
ldb.27.8c9a,2018,https://doi.org/10.17895/ices.pub.4465,https://asd.ices.dk/viewAdvice/2647,Advice,29/06/2018,01/01/2019,31/12/2019,1633,,,1270,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 1633 tonnes.  Management of four-spot megrim and megrim under a combined species TAC prevents effective control of the single species exploitation rates and could lead to the overexploitation of either species.,MSY,Catches,EC,1,,,,,,2647,9788
meg.27.8c9a,2018,https://doi.org/10.17895/ices.pub.4466,https://asd.ices.dk/viewAdvice/2648,Advice,29/06/2018,01/01/2019,31/12/2019,431,,,417,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 431 tonnes.   Management of megrim and four-spot megrim under a combined species TAC prevents effective control of the single-species exploitation rates and could lead to overexploitation of either species.,MSY,Catches,EC,1,,,,,,2648,10027
mon.27.8c9a,2018,https://doi.org/10.17895/ices.pub.4459,https://asd.ices.dk/viewAdvice/2649,Advice,29/06/2018,01/01/2019,31/12/2019,2153,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 2153 tonnes.   Management of L. piscatorius and L. budegassa under a combined species TAC prevents effective control of the single-species exploitation rates and could lead to the overexploitation of either species.,MSY,Catches,EC,1,,,,,,2649,9738
nep.fu.2324,2018,https://doi.org/10.17895/ices.pub.4589,https://asd.ices.dk/viewAdvice/2650,Advice,31/10/2018,01/01/2019,31/12/2019,6221,,,3878,,,t,ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of 2015–2017; catches in 2019 should be no more than 6221 tonnes.,MSY,Catches,EC,1,,,,,,2650,10277
nep.fu.30,2018,https://doi.org/10.17895/ices.pub.4590,https://asd.ices.dk/viewAdvice/2651,Advice,31/10/2018,01/01/2019,31/12/2019,120,,,120,,,t,ICES advises that when the precautionary approach is applied; catches in 2019 should be no more than 120 tonnes.  To ensure that the stock in Functional Unit 30 is exploited sustainably; management should be implemented at the functional unit level.,PA,Catches,,4.14,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2005:345:0005:0010:EN:PDF,EU,-,2651,10279
pil.27.8abd,2018,https://doi.org/10.17895/ices.pub.4498,https://asd.ices.dk/viewAdvice/2652,Advice,13/07/2018,01/01/2019,31/12/2019,22410,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 22 410 tonnes.,MSY,Catches,,2.11,,,,,,2652,10063
pil.27.8c9a,2018,https://doi.org/10.17895/ices.pub.4495,https://asd.ices.dk/viewAdvice/2653,Advice,13/07/2018,01/01/2019,31/12/2019,0,,,,,,t,ICES advises that when the MSY approach is applied; there should be zero catches in 2019.,MSY,Catches,,1,,,,,,2653,10062
sol.27.8ab,2018,https://doi.org/10.17895/ices.pub.4467,https://asd.ices.dk/viewAdvice/2654,Advice,29/06/2018,01/01/2019,31/12/2019,3967,,,3872,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 3967 tonnes.,MSY,Catches,EC,1,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2006:065:0001:0004:EN:PDF,EU,"-, http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/Special%20Requests/EU_sol_bisc_special%20request_clarification.pdf and http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/Special%20requests/EU_sole_in_the_Bay_of_Biscay.pdf",2654,9956
ane.27.8,2017,https://doi.org/10.17895/ices.pub.3707,https://asd.ices.dk/viewAdvice/2655,Advice,08/12/2017,01/01/2018,31/12/2018,33000,,,,,,t,ICES advises that when the management strategy is applied; catches in 2018 should be no more than 33 000 tonnes,MP,Catches,EC,1,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=COM:2009:0399:FIN:EN:PDF,EU,http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2016/WGHANSA/20%20Annex_09_BoB_Anchovy_G3Rule.pdf,2655,9266
ane.27.9a,2017,https://doi.org/10.17895/ices.pub.3012,https://asd.ices.dk/viewAdvice/2656,Advice,14/07/2017,01/01/2018,31/12/2018,NA,,,,,,t,ICES cannot give catch advice for 2018. This is due to the lack of available data on year classes that constitute the bulk of the biomass and catches.,FMSYranges,NoAd,EC,3.9,,,,,,2656,9273
ank.27.8c9a,2017,https://doi.org/10.17895/ices.pub.3014,https://asd.ices.dk/viewAdvice/2657,Advice,30/06/2017,01/01/2018,31/12/2018,2349,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 2349 tonnes.,MSY,Catches,EC,1,,,,,,2657,8728
bss.27.8ab,2017,https://doi.org/10.17895/ices.pub.3332,https://asd.ices.dk/viewAdvice/2658,Advice,24/10/2017,01/01/2018,31/12/2018,2440,,,2375,,,t,ICES advises that when the precautionary approach is applied; commercial catches should be no more than 2440 tonnes in 2018. If discard rates do not change from last year (2016); this implies commercial landings of no more than 2375 tonnes. Recreational catches cannot be quantified; therefore; total catches cannot be calculated.,PA,Catches,EC,3.1,,,,,,2658,9205
bss.27.8c9a,2017,NA - The advice link for key 8705 was not found!,https://asd.ices.dk/viewAdvice/2659,Advice,30/06/2017,01/01/2018,31/12/2019,478,,,,,,t,"ICES advises that when the precautionary approach is applied; commercial catches in each of the years 2018 and 2019 should be no more than 478 tonnes. All commercial catches are assumed to be landed. Recreational catches cannot be quantified; therefore; total catches cannot be calculated.                                                                                                                                                                                                                           ",PA,Catches,,5.2,,,,,,2659,8705
hke.27.8c9a,2017,https://doi.org/10.17895/ices.pub.3135,https://asd.ices.dk/viewAdvice/2660,Advice,30/06/2017,01/01/2018,31/12/2018,8561,,,7366,,,t,"ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 8561 tonnes.                                                                                                                                                                                                                              ",MSY,Catches,,1,,,Appendix 7.3.7http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2005:345:0005:0010:EN:PDF,EU,-,2660,8746
hom.27.9a,2017,https://doi.org/10.17895/ices.pub.3062,https://asd.ices.dk/viewAdvice/2661,Advice,14/07/2017,01/01/2018,31/12/2018,55555,,,,,,t,"ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 55 555 tonnes. ",MSY,Catches,EC,1,,,,,,2661,9051
ldb.27.8c9a,2017,https://doi.org/10.17895/ices.pub.3152,https://asd.ices.dk/viewAdvice/2662,Advice,30/06/2017,01/01/2018,31/12/2018,1399,,,1139,,,t,"ICES advises than when the MSY approach is applied; catches in 2018 should be no more than 1399 tonnes. If discard rates do not change from the average of the last five years (2012–2016); this implies landings of no more than 1139 tonnes.                                                                                                                                                                                                                                        ",MSY,Catches,EC,1,,,,,,2662,8740
meg.27.8c9a,2017,https://doi.org/10.17895/ices.pub.3156,https://asd.ices.dk/viewAdvice/2663,Advice,30/06/2017,01/01/2018,31/12/2018,292,,,276,,,t,"ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 292 tonnes. If discard rates do not change from the average of the last five years (2012–2016); this implies landings of no more than 276 tonnes.                                                                                                                                                                                                                                      ",MSY,Catches,EC,1,,,,,,2663,8992
mon.27.8c9a,2017,https://doi.org/10.17895/ices.pub.3161,https://asd.ices.dk/viewAdvice/2664,Advice,30/06/2017,01/01/2018,31/12/2018,2197,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 2197 tonnes.,MSY,Catches,EC,1,,,,,,2664,8998
nep.fu.2324,2017,https://doi.org/10.17895/ices.pub.3393,https://asd.ices.dk/viewAdvice/2665,Advice,31/10/2017,01/01/2018,31/12/2018,5531,,,,,,t,ICES advises that when the MSY approach is applied; and assuming that discard rates and fishery selection patterns do not change from the average of 2014–2016; catches in 2018 should be no more than 5531 tonnes.,MSY,Catches,EC,1,,,,,,2665,9228
nep.fu.2829,2017,https://doi.org/10.17895/ices.pub.3164,https://asd.ices.dk/viewAdvice/2666,Advice,30/06/2017,01/01/2018,31/12/2019,281,,,,,,t,"ICES advises that when the precautionary approach is applied; catches in each of the years 2018 and 2019 should be no more than 281 tonnes.  To protect the stock in these functional units; ICES advises that management should be implemented at the functional unit level.                                                                                                                                                                                                                                    ",PA,Catches,,3.2,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2005:345:0005:0010:EN:PDF,EU,-,2666,9022
nep.fu.30,2017,https://doi.org/10.17895/ices.pub.3403,https://asd.ices.dk/viewAdvice/2667,Advice,01/11/2017,01/01/2018,31/12/2018,100,,,100,,,t,ICES advises that when the precautionary approach is applied; catches in 2018 should be no more than 100 tonnes.    To protect the stock in this functional unit (FU) and to ensure that it is exploited sustainably; ICES advises that management should be implemented at the functional unit level.,PA,Catches,,4.14,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2005:345:0005:0010:EN:PDF,EU,-,2667,9231
pil.27.7,2017,NA - The advice link for key 9029 was not found!,https://asd.ices.dk/viewAdvice/2668,Advice,14/07/2017,01/01/2018,31/12/2019,NA,,,,,,t,ICES advises that when the precautionary approach is applied; catches in each of the years 2018 and 2019 should be reduced by at least 20% relative to the average catches of 2014–2016. ICES is not able to quantify the corresponding catch value.,PA,Catches,,5,,,,,,2668,9029
pil.27.8abd,2017,https://doi.org/10.17895/ices.pub.3064,https://asd.ices.dk/viewAdvice/2669,Advice,14/07/2017,01/01/2018,31/12/2018,30579,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 30 579 tonnes. All catches are assumed to be landed.,MSY,Catches,,2.11,,,,,,2669,10064
pil.27.8c9a,2017,https://doi.org/10.17895/ices.pub.3307,https://asd.ices.dk/viewAdvice/2670,Advice,20/10/2017,01/01/2018,31/12/2018,0,,,,,,t,"ICES advises that when the MSY approach is applied; there should be zero catches in 2018. ",MSY,Catches,,1,,,file:///C:/Users/ruth/Downloads/Sardine%20fishery%20management%20Plan.pdf,Portuguese and Spanish National Governments,https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/eu.2017.15.pdf,2670,9188
ple.27.89a,2017,NA - The advice link for key 8704 was not found!,https://asd.ices.dk/viewAdvice/2671,Advice,30/06/2017,01/01/2018,31/12/2019,194,,,,,,t,"ICES advises that when the precautionary approach is applied; wanted catches  in each of the years 2018 and 2019 should be no more than 194 tonnes. ICES cannot quantify the corresponding total catches.                                                                                                                                                                                                                                                     ",PA,Catches,,5.2,,,,,,2671,8704
pol.27.89a,2017,NA - The advice link for key 8708 was not found!,https://asd.ices.dk/viewAdvice/2672,Advice,30/06/2017,01/01/2018,31/12/2019,1131,,,,,,t,"ICES advises that when the precautionary approach is applied; commercial catches in each of the years 2018 and 2019 should be no more than 1131 tonnes. All commercial catches are assumed to be landed. ICES cannot quantify the corresponding total catches because the recreational catches cannot be quantified.                                                                                                                                                                                                                                           ",PA,Landings,,5.2,,,,,,2672,8708
sol.27.8ab,2017,https://doi.org/10.17895/ices.pub.3236,https://asd.ices.dk/viewAdvice/2673,Advice,30/06/2017,01/01/2018,31/12/2018,3725,,,3621,,,t,"ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 3725 tonnes.                                                                                                                                                                                                                                         ",MSY,Catches,EC,1,,,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2006:065:0001:0004:EN:PDF,EU,"-, http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/Special%20Requests/EU_sol_bisc_special%20request_clarification.pdf and http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/Special%20requests/EU_sole_in_the_Bay_of_Biscay.pdf",2673,9026
sol.27.8c9a,2017,NA - The advice link for key 9027 was not found!,https://asd.ices.dk/viewAdvice/2674,Advice,30/06/2017,01/01/2018,31/12/2019,502,,,,,,t,"ICES advises that when the precautionary approach is applied; catches of Solea solea in each of the years 2018 and 2019 should be no more than 502 tonnes.                                                                                                                                                                                                                                ",PA,Catches,,5.9,,,,,,2674,9027
whg.27.89a,2017,NA - The advice link for key 8706 was not found!,https://asd.ices.dk/viewAdvice/2675,Advice,30/06/2017,01/01/2018,31/12/2018,1613,,,,,,t,"Please note: Advice for 2019 was updated June 2019 (ICES; 2019)  ICES advises that when the precautionary approach is applied; wanted catches  in each of the years 2018 and 2019 should be no more than 1613 tonnes. ICES cannot quantify the corresponding total catches.                                                                                                                                                                                                                                             ",PA,Landings,,5.2,,,,,,2675,8706
aru.27.6b7-1012,2021,https://doi.org/10.17895/ices.advice.7729,https://asd.ices.dk/viewAdvice/2676,Advice,10/06/2021,01/01/2022,21/12/2023,124,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 124 tonnes in each of the years 2022 and 2023.,PA,Landings,,3.2,,,,,,2676,14544
bli.27.5a14,2021,https://doi.org/10.17895/ices.advice.7730,https://asd.ices.dk/viewAdvice/2677,Advice,15/06/2021,01/01/2021,31/12/2022,334,,,,,,t,"ICES advises that when the precautionary approach is applied; catches in 2021/2022 should be no more than 334 tonnes. ",PA,Catches,Iceland~NEAFC~EC,3.2,,,,,,2677,14229
gur.27.3-8,2021,https://doi.org/10.17895/ices.advice.7757,https://asd.ices.dk/viewAdvice/2678,Advice,30/09/2021,01/01/2022,31/12/2022,NA,,,,,,t,ICES cannot provide advice on fishing opportunities for this stock due to a lack of reliable catch data.,NoAdv,NoAd,,3,,,,,,2678,16781
sbr.27.10,2021,https://doi.org/10.17895/ices.advice.7854,https://asd.ices.dk/viewAdvice/2679,Advice,10/06/2021,01/01/2022,31/12/2022,610,,,,,,t,"ICES advises that when the precautionary considerations are applied; catches in 2022 should be no more than 610 tonnes. ",PA,Catches,EC~NEAFC,3,,,,,,2679,14558
usk.27.1-2,2021,https://doi.org/10.17895/ices.advice.7880,https://asd.ices.dk/viewAdvice/2680,Advice,10/06/2021,01/01/2022,31/12/2023,8064,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2022 and 2023 should be no more than 8 064 tonnes.,PA,Catches,,3.2,,,,,,2680,14352
usk.27.3a45b6a7-912b,2021,https://doi.org/10.17895/ices.advice.7881,https://asd.ices.dk/viewAdvice/2681,Advice,10/06/2021,01/01/2022,31/12/2023,7799,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 7799 tonnes in each of the years 2022 and 2023.,PA,Catches,,3.2,,,,,,2681,14348
bli.27.5b67,2020,https://doi.org/10.17895/ices.advice.5819,https://asd.ices.dk/viewAdvice/2682,Advice,14/08/2020,01/01/2021,31/12/2021,11522,,,,,,t,ICES advises that when the MSY approach is applied; catches should be no more than 11 522 tonnes in 2021 and no more than 10 859 tonnes in 2022.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,MSY,Catches,,1,,,,,,2682,13564
bsf.27.nea,2020,https://doi.org/10.17895/ices.advice.5816,https://asd.ices.dk/viewAdvice/2683,Advice,10/06/2020,01/01/2021,31/12/2022,4506,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 4506 tonnes in each of the years 2021 and 2022.  Distributed by area; this corresponds to annual catches of no more than 2143 tonnes in subareas 6 and 7 and divisions 5.b and 12.b; annual catches of no more than 2084 tonnes in Subarea 8 and Division 9.a; and annual catches of no more than 280 tonnes in subareas 1; 2; 4; and 10 and divisions 3.a and 5.a.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Catches,,3.1,,,,,,2683,13724
gfb.27.nea,2020,https://doi.org/10.17895/ices.advice.5821,https://asd.ices.dk/viewAdvice/2684,Advice,10/06/2020,01/01/2021,31/12/2022,861,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 861 tonnes in each of the years 2021 and 2022. ICES cannot quantify the corresponding catches.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Landings,,3.2,,,,,,2684,13450
her.27.1-24a514a,2020,https://doi.org/10.17895/ices.advice.5876,https://asd.ices.dk/viewAdvice/2685,Advice,30/09/2020,01/01/2021,31/12/2021,651033,,,,,,t,ICES advises that when the long-term management strategy agreed by the European Union; the Faroe Islands; Iceland; Norway; and the Russian Federation is applied; catches in 2021 should be no more than 651 033 tonnes.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,MSY,Catches,EC,1,,,See Annex 1: https://www.pelagic-ac.org/media/pdf/2019%20CS%20agreement%20on%20ASH%20TAC%20and%20LTM%20plan.pdf,EU -  Faroe Islands -  Iceland -  Norway -  and Russia,,2685,13883
hom.27.2a4a5b6a7a-ce-k8,2020,https://doi.org/10.17895/ices.advice.5908,https://asd.ices.dk/viewAdvice/2686,Advice,30/09/2020,01/01/2021,31/12/2021,81376,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2021 should be no more than 81 376 tonnes.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,MSY,Catches,EC,1,,,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/Special requests/9.3.3.4 EC request to ICES on Western Horse Mackerel MP.pdf,Pelagic RAC,,2686,13894
mac.27.nea,2020,https://doi.org/10.17895/ices.advice.5907,https://asd.ices.dk/viewAdvice/2687,Advice,30/09/2020,01/01/2021,31/12/2021,852284,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2021 should be no more than 852 284 tonnes.,MSY,Catches,EC,1,,,http://www.ices.dk/community/groups/Documents/EU-Nor-Faroe%20Agreed%20Record%20for%20Mackerel%20Oct%202017.pdf,European Union -  the Faroe Islands -   Norway,http://ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/eu-fo-no.2017.19.pdf,2687,13884
mur.27.67a-ce-k89a,2020,https://doi.org/10.17895/ices.advice.5772,https://asd.ices.dk/viewAdvice/2688,Advice,30/09/2020,01/01/2021,31/12/2023,1280,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 1280 tonnes in each of the years 2021; 2022; and 2023. ICES cannot quantify the corresponding catches.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2018–2020 is attached as Annex 1.,PA,Landings,,5,,,,,,2688,13887
ory.27.nea,2020,https://doi.org/10.17895/ices.advice.5767,https://asd.ices.dk/viewAdvice/2689,Advice,10/06/2020,01/01/2021,31/12/2024,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2021–2024.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2017–2020 is attached as Annex 1.,PA,Catches,,6.3,,,,,,2689,13446
rng.27.3a,2020,https://doi.org/10.17895/ices.advice.5801,https://asd.ices.dk/viewAdvice/2691,Advice,10/06/2020,01/01/2021,31/12/2022,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2021 and 2022.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Catches,,3.2,,,,,,2691,13465
rng.27.5b6712b,2020,https://doi.org/10.17895/ices.advice.5800,https://asd.ices.dk/viewAdvice/2692,Advice,10/06/2020,01/01/2021,31/12/2022,3177,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 3177 tonnes in each of the years 2021 and 2022.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Catches,EC~NEAFC,5,,,,,,2692,13407
